Year,TCEQ Registered Entity Reference Number,TCEQ Air Account Number,Organization,Site,Nearby City,County,Latitude (Decimal),Longitude (Decimal),TCEQ Contaminant Code,TCEQ Contaminant Name,CAS Number,Annual Emissions (tpy),Ozone Season Emissions (ppd) ,Emissions From SSMS (tpy),Emission Events (tpy),Is Hazardous Air Pollutant (Y/N)?,Is VOC? (Y)?
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,14380,MOLYBDENUM-MO,7439987,0.0007,0.0006,0,0,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,14390,NICKEL-NI,7440020,0.0014,0.0012,0,0,Y,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,14391,NICKEL AND COMPOUNDS,0,0.0087,0.0477,0,0,Y,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,14630,"SODIUM HYDROXIDE, NAOH",1310732,0,0,0,0,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,14636,SODIUM HYDROSULFIDE,0,0,0,0,0,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,14735,TITANIUM DIOXIDE,13463677,0,0,0,0,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,14760,VANADIUM,7440622,0.0015,0.0013,0,0,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,14780,ZINC-ZN,7440666,0.042,0.1405,0,0,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,14784,ZINC OXIDE-ZNO,0,0,0,0,0,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,14785,ZINC COMPOUNDS,0,0.0234,0.1283,0,0,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,15000,ORGANO METAL - U,0,0,0,0,0,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,20000,PM10 PART-U,0,78.1332,550.4075,0,0.0016,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,21250,PM10 PLASTICS-U,0,1.314,7.2,0,0,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,21255,PM10 POLYETHYLENE,9002884,0,0,0,0,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,39999,TOTAL PM2.5 PARTICULATE,0,57.3983,293.765,0,0.0016,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,50001,VOC-UNCLASSIFIED,0,36.6987,204.9673,0,10.1404,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51100,ORGANIC ACID-U,0,0.0696,0.3815,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51120,ACETIC ACID,64197,2.5158,17.9207,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51121,ACETATE-U,0,0.038,0.2081,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51140,ACRYLIC ACID,79107,7.2795,35.215,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51141,METHACRYLIC ACID,79414,15.5883,85.4049,0,0.1772,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51205,OXALIC ACID,144627,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51400,ALCOHOLS-U,0,0.0091,0.0496,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51440,N-BUTYL ALCOHOL,71363,0.0064,0.0351,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51450,CYCLOHEXANOL,108930,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51460,ETHANOL,64175,0.0687,0.3765,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51470,GLYCOLS-U,0,0.0067,0.0368,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51471,ETHYLENE GLYCOL,107211,0,0,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51472,PROPYLENE GLYCOL,57556,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51478,"METHOXY-2-ACETOXYPROPANE, 1-",108656,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51490,ISOBUTANOL,78831,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51493,METHYL CARBITOL,111773,0,0,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51498,ETHYLENE GLYCOL DIACETATE,111557,0.2215,1.2138,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51510,ISOPROPANOL,67630,0.0529,0.2913,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51530,METHANOL,67561,16.8141,92.1584,0,1.5453,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51535,CRESOL,1319773,0,0,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51538,CREOSOTE,8021394,5.7848,31.6978,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51549,PHENOLS-U,0,0.0048,0.0264,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51550,PHENOL,108952,0,0,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51570,N-PROPANOL,71238,0.0145,0.021,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51590,TERT BUTYL ALCOHOL,75650,0.039,0.214,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51620,ACETALDEHYDE,75070,1.4953,7.5912,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51640,ACROLEIN,107028,1.4916,7.5634,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51680,FORMALDEHYDE,50000,10.8305,54.82,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51751,"PENTADIENE E-1,3",2004708,0.1131,0.6208,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51760,"PIPERYLENE, CIS-",1574410,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51820,ACETYLENE,74862,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,51900,ALIPHATIC CYCLIC HYDROCARBONS-U,0,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52219,HEXAMETHYLENE DIAMINE,124094,0.0186,0.348,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52220,ANILINE-U,62533,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52259,PETROLEUM DISTILLATES,8042475,0.0912,0.4998,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52260,DIMETHYLAMINE,124403,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52282,TRIETHANOLAMINE,102716,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52322,PIPERIDINE,110894,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52350,P-PHENYLENEDIAMINE,106503,0,0,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52400,AROMATICS-U,0,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52416,"TRIMETHYL BENZENE, 1,2,4-",95636,0.0141,0.0768,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52418,"TRIMETHYL BENZENE, 1,3,5-",108678,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52420,BENZENE,71432,7.5329,40.907,0,0.0375,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52421,O-DICHLOROBENZENE,95501,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52438,NITROBENZENE,98953,0,0,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52440,CUMENE,98828,0.0004,0.0023,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52450,ETHYL BENZENE,100414,0.0146,0.0797,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52460,NAPHTHALENE,91203,0.938,5.1398,0,0.0011,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52470,POLYNUCLEAR AROMATICS,0,0.4842,2.6531,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52475,BIPHENYL,92524,0,0,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52480,STYRENE,100425,0.0765,0.4183,0,0.0006,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52490,TOLUENE,108883,0.4824,2.0262,0,0.0015,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52510,XYLENE-U,1330207,0.0473,0.2593,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52517,"PHENYLENEDIAMINE,P",106503,0,0,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52600,ESTERS-U,0,0.3432,1.8806,0,0.0005,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52640,BUTYL ACETATE,123864,0.0005,0.0027,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52660,BUTYL ACRYLATE,141322,30.6091,165.528,0,0.0058,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52680,ETHYL ACETATE,141786,0.0184,0.1007,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52700,ETHYL ACRYLATE,140885,0.0201,0.1101,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52710,DIBUTYL PHTHALATE,84742,0,0,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52770,METHYL ACRYLATE,96333,7.8031,42.7584,0,2.4268,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52771,METHACRYLATES,0,0.9891,5.4195,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52800,ETHERS-U,0,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52834,PROPYLENE GLYCOL MONOMETHYL ETHER,107982,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52835,DIPROPYLENE GLYCOL MONOMETHYL ETHER,34590948,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52844,BUTYL CELLOSOLVE ACETATE,112072,0,0,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52890,"DIOXANE 1,4",123911,0,0,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,52891,VINYL ACETATE,108054,58.852,322.4653,0,0.0004,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,53104,"1,1,1,2-TETRAFLUOROETHANE",811972,0.054,0.2959,0,0,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,53220,CHLOROFORM,67663,0.4839,2.8638,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,53250,METHYLENE CHLORIDE,75092,0,0,0,0,Y,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,53290,"1,1,1-TRICHLOROETHANE",71556,0.0017,0.0092,0,0,Y,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,53321,CHLOROPRENE,126998,0,0,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,53450,FREONS-U,0,0,0,0,0,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,53471,FLUOROTRICHLOROMETHANE,75694,0,0,0,0,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,53475,CHLORODIFLUOROMETHANE,75456,0,0,0,0,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,54000,KETONES-U,0,0.0152,0.0833,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,54020,ACETONE,67641,1.6832,4.8291,0,0.0074,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,54040,CYCLOHEXANONE,108941,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,54065,METHYL ETHYL KETONE,78933,0.0753,0.4127,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,54070,METHYL ISOBUTYL KETONE,108101,0.0058,0.0317,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,54295,HYDROQUINONE,123319,0.0074,0.0403,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55150,"1,3- BUTADIENE",106990,1.2894,7.0651,0,0.023,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55175,BUTENE,25167673,0.1627,0.8913,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55176,1-BUTENE,106989,2.846,15.5947,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55177,CIS-2-BUTENE,590181,1.5635,8.5671,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55178,ISOBUTENE,115117,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55179,TRANS-2-BUTENE,624646,4.5847,25.1216,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55220,CYCLOPENTADIENE,542927,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55225,DICYCLOPENTADIENE,77736,0.1225,0.6702,0,0.0037,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55300,ETHYLENE,74851,178.3639,991.0169,0,46.7475,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55360,HEXACHLOROBUTADIENE,87683,0,0,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55400,ISOBUTYLENE,115117,0.0041,0.0227,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55450,ISOPRENE,78795,0.1406,0.7709,0,0.0001,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55550,PERCHLOROETHYLENE,127184,1.1369,6.2293,0,0,Y,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55600,PROPYLENE,115071,17.9901,99.1676,0,0.0255,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55650,TRICHLOROETHYLENE,79016,0,0,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,55800,VINYL CHLORIDE,75014,0,0,0,0,Y,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,56000,PARAFFINS-U,0,0.019,0.1043,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,56050,CYCLOHEXANE,110827,0.0002,0.0013,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,56100,CYCLOPENTANE,287923,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,56105,CYCLOPENTENE,142290,0.736,4.0356,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,56524,"2,3-DIMETHYLBUTANE",79298,0,0,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,56550,ETHANE,74840,8.1386,44.595,0,0.5288,N,
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,56575,HEPTANE,142825,0.026,0.1393,0,0,N,Y
2019,RN100542711,OC0007J,THE DOW CHEMICAL COMPANY,SABINE RIVER OPERATIONS                           ,ORANGE         ,ORANGE,30.05285555,93.75056388,56600,HEXANE,110543,4.4859,19.0922,0,0.0015,Y,Y
